,community,viewpoint,alpha,rho,beta,gamma,normalized_alpha,normalized_rho,normalized_beta,rho_hat,beta_hat
0,metacommunity,0.0,97.38082224242693,10.556261774973583,0.25698685157901235,11.549873333617402,10.320297108812792,0.9929836895831344,1.0086855322484938,0.7963551479144653,0.19506908921059674
1,0,0.0,8769.574944071588,1951.8535988161987,0.0005123335072909675,5.077452021480227,1.7539149888143177,0.3903707197632398,2.561667536454837,162.57113323468323,-0.08277830536710144
2,1,0.0,7555.82168623245,1253.180699549907,0.0007979695189681427,6.837979335706681,3.02232867449298,0.5012722798199629,1.9949237974203566,104.34839162915893,-0.08246886635445118
3,2,0.0,5352.535042443445,568.9297207804788,0.0017576863423977274,9.895597938581261,4.282028033954755,0.455143776624383,2.1971079279971595,47.32747673170656,-0.08142917312906912
4,3,0.0,2834.2230984716234,399.85327174861675,0.00250091738808802,7.359055480104933,4.534756957554598,0.6397652347977867,1.563073367555013,33.23777264571806,-0.08062400616290465
5,4,0.0,2016.5138354147923,256.6105281725656,0.0038969562438510687,8.418424608924186,6.452844273327338,0.8211536901522101,1.2177988262034587,21.300877347713797,-0.07911163073582801
6,5,0.0,1332.6544959231258,142.9547234437484,0.006995221815062951,9.965820382293586,8.52898877390801,0.9149102300399906,1.0930034086035851,11.829560286979033,-0.07575517636701513
7,6,0.0,648.7103837166757,70.29839600772753,0.014225075631740946,11.871727406255594,8.303492911573453,0.8998194688989133,1.1113340337297604,5.774866333977294,-0.06792283473228064
8,7,0.0,309.22558276545027,36.61138895583453,0.0273139050038864,8.640581409043739,7.916174918795536,0.9372515572693637,1.0669494142143128,2.967615746319544,-0.053743269579123065
9,8,0.0,197.44343151279875,19.63893962611916,0.05091924610176163,16.05360853017219,10.10910369345532,1.0055137088573014,0.9945165254250314,1.5532449688432635,-0.028170816723091574
10,9,0.0,100.75880607835197,9.767802347484928,0.10237717394614214,12.807560554912019,10.317701742423239,1.0002229603824557,0.9997770893177952,0.730650195623744,0.027575271774987326
11,10,0.0,53.39194174196344,4.865702406965059,0.2055201729083431,13.161213430707797,10.934669668754124,0.9964958529464459,1.003516469279017,0.3221418672470882,0.13931352065070501
12,11,0.0,24.228785199679944,2.43883755730946,0.4100314090222581,10.1209902279907,9.924110417788912,0.998947863473955,1.001053244683247,0.11990312977578832,0.360867359774113
13,12,0.0,62.43484634024525,5.499416751091583,0.1818374648187027,11.536692899067436,11.300707187584406,0.9953944319475756,1.0046268774513971,0.37495139592429855,0.11365725355359461
14,metacommunity,1.0,37.619226936033165,4.941019082472745,0.20238739889657498,7.613657488083703,7.546601049637678,0.9911926116257509,1.0088856477247177,0.30066088049561135,
